idStudent,fullName,gender,email
180098,Hoàng Ngọc Ánh,0,180098@sis.hust.edu.vn
180099,Hoàng Huệ Linh,0,180099@sis.hust.edu.vn
180100,Đỗ Duy Tuyền,1,180100@sis.hust.edu.vn
180101,Trần Xuân Quân,1,180101@sis.hust.edu.vn
180102,Dương Minh Hạnh,0,180102@sis.hust.edu.vn
180103,Đinh Vạn Lý,1,180103@sis.hust.edu.vn
180104,Võ Trường Phu,1,180104@sis.hust.edu.vn
180105,Đặng Kim Tuyết,0,180105@sis.hust.edu.vn
180106,Lê Tịnh Lâm,0,180106@sis.hust.edu.vn
180107,Võ Thu Hiền,0,180107@sis.hust.edu.vn
180108,Tô Lan Thương,0,180108@sis.hust.edu.vn
180109,Ngô Thanh Hà,0,180109@sis.hust.edu.vn
180110,Lê Thảo Vy,0,180110@sis.hust.edu.vn
180111,Đỗ Quốc Thông,1,180111@sis.hust.edu.vn
180112,Hoàng Công Sinh,1,180112@sis.hust.edu.vn
180113,Phùng Thanh Huyền,0,180113@sis.hust.edu.vn
180114,Ngô Thu Oanh,0,180114@sis.hust.edu.vn
180115,Nguyễn Hoàng Thư,0,180115@sis.hust.edu.vn
180116,Tô Hữu Khanh,1,180116@sis.hust.edu.vn
180117,Đinh Lan Trúc,0,180117@sis.hust.edu.vn
180118,Đinh Hoàng Hiệp,1,180118@sis.hust.edu.vn
180119,Hoàng Bảo Huỳnh,1,180119@sis.hust.edu.vn
180120,Đinh Vương Việt,1,180120@sis.hust.edu.vn
180121,Hoàng An Khang,1,180121@sis.hust.edu.vn
180122,Bùi Hữu Canh,1,180122@sis.hust.edu.vn
180123,Bùi Minh Dân,1,180123@sis.hust.edu.vn
180124,Hồ Hướng Dương,0,180124@sis.hust.edu.vn
180125,Bùi Thiện Khiêm,1,180125@sis.hust.edu.vn
180126,Lý Hồng Đức,1,180126@sis.hust.edu.vn
180127,Nguyễn Quang Trung,1,180127@sis.hust.edu.vn
180128,Hồ Ðan Quỳnh,0,180128@sis.hust.edu.vn
180129,Dương Ngọc Huệ,0,180129@sis.hust.edu.vn
180130,Hồ Tâm Nhi,0,180130@sis.hust.edu.vn
180131,Phùng Thái Sơn,1,180131@sis.hust.edu.vn
180132,Đặng Chí Hiếu,1,180132@sis.hust.edu.vn
180133,Lã Quang Tài,1,180133@sis.hust.edu.vn
180134,Võ Xuân Bình,1,180134@sis.hust.edu.vn
180135,Lý Khánh Hải,1,180135@sis.hust.edu.vn
180136,Hoàng Phúc Nguyên,1,180136@sis.hust.edu.vn
180137,Vũ Hoài Bắc,1,180137@sis.hust.edu.vn
180138,Tô Thượng Liệt,1,180138@sis.hust.edu.vn
180139,Vũ Hồng Thu,0,180139@sis.hust.edu.vn
180140,Ngô Bình Dương,1,180140@sis.hust.edu.vn
180141,Vũ Tuệ Nhi,0,180141@sis.hust.edu.vn
180142,Võ An Bình,0,180142@sis.hust.edu.vn
180143,Đỗ Thái Minh,1,180143@sis.hust.edu.vn
180144,Bùi Quang Nhật,1,180144@sis.hust.edu.vn
180145,Đặng Hoài Thương,0,180145@sis.hust.edu.vn
180146,Đỗ Bảo Lễ,0,180146@sis.hust.edu.vn
180147,Đặng Tố Nga,0,180147@sis.hust.edu.vn
180148,Phan Quang Khải,1,180148@sis.hust.edu.vn
180149,Nguyễn Hoài Trung,1,180149@sis.hust.edu.vn
180150,Ngô Diệu Vân,0,180150@sis.hust.edu.vn
180151,Tô Phi Nhạn,1,180151@sis.hust.edu.vn
180152,Nguyễn Lam Ngọc,0,180152@sis.hust.edu.vn
180153,Nguyễn Việt Anh,1,180153@sis.hust.edu.vn
180154,Bùi Quang Thắng,1,180154@sis.hust.edu.vn
180155,Tô Ngọc Thạch,1,180155@sis.hust.edu.vn
180156,Ngô Trúc Đào,0,180156@sis.hust.edu.vn
180157,Tô Tuấn Minh,1,180157@sis.hust.edu.vn
180158,Trần Hương Xuân,0,180158@sis.hust.edu.vn
180159,Lý Thiên Nương,0,180159@sis.hust.edu.vn
180160,Võ Anh Việt,1,180160@sis.hust.edu.vn
180161,Vũ Hùng Cường,1,180161@sis.hust.edu.vn
180162,Bùi Mỹ Vân,0,180162@sis.hust.edu.vn
180163,Tô Như Phương,0,180163@sis.hust.edu.vn
180164,Nguyễn Thanh Uyên,0,180164@sis.hust.edu.vn
180165,Võ Huy Khánh,1,180165@sis.hust.edu.vn
180166,Phạm Ðông Hải,1,180166@sis.hust.edu.vn
180167,Lý Nhã Trang,0,180167@sis.hust.edu.vn
180168,Đỗ Chí Sơn,1,180168@sis.hust.edu.vn
180169,Lê Diễm Trang,0,180169@sis.hust.edu.vn
180170,Lê Việt Thương,1,180170@sis.hust.edu.vn
180171,Đỗ Kỳ Diệu,0,180171@sis.hust.edu.vn
180172,Lã Diệu Linh,0,180172@sis.hust.edu.vn
180173,Võ Hương Lan,0,180173@sis.hust.edu.vn
180174,Nguyễn Linh Trang,0,180174@sis.hust.edu.vn
180175,Nguyễn Linh Giang,0,180175@sis.hust.edu.vn
180176,Trần Minh Sơn,1,180176@sis.hust.edu.vn
180177,Võ Yến Mai,0,180177@sis.hust.edu.vn
180178,Vũ Hồng Xuân,0,180178@sis.hust.edu.vn
180179,Nguyễn Yến Nhi,0,180179@sis.hust.edu.vn
180180,Đỗ Nhật Ánh,0,180180@sis.hust.edu.vn
180181,Vũ Mộng Quỳnh,0,180181@sis.hust.edu.vn
180182,Phùng Thành Ân,1,180182@sis.hust.edu.vn
180183,Lê Ðức Bảo,1,180183@sis.hust.edu.vn
180184,Đặng Yến My,0,180184@sis.hust.edu.vn
180185,Hoàng Quốc Hưng,1,180185@sis.hust.edu.vn
180186,Ngô Lâm Vũ,1,180186@sis.hust.edu.vn
180187,Đặng Hoàng Khải,1,180187@sis.hust.edu.vn
180188,Lã Băng Tâm,0,180188@sis.hust.edu.vn
180189,Phùng Nam Thanh,1,180189@sis.hust.edu.vn
180190,Bùi Thanh Hải,1,180190@sis.hust.edu.vn
180191,Dương Thanh Ngân,0,180191@sis.hust.edu.vn
180192,Võ Quang Dũng,1,180192@sis.hust.edu.vn
180193,Hồ Tú Tâm,0,180193@sis.hust.edu.vn
180194,Võ Diễm Uyên,0,180194@sis.hust.edu.vn
180195,Đinh Bích Ngà,0,180195@sis.hust.edu.vn
180196,Phùng Nam Phi,1,180196@sis.hust.edu.vn
180197,Đặng Hoàn Kiếm,1,180197@sis.hust.edu.vn
180198,Hoàng Quốc Thiện,1,180198@sis.hust.edu.vn
180199,Nguyễn Trúc Sinh,1,180199@sis.hust.edu.vn
180200,Hồ Khắc Công,1,180200@sis.hust.edu.vn
180201,Dương Thùy Mi,0,180201@sis.hust.edu.vn
180202,Lê Huy Kha,1,180202@sis.hust.edu.vn
180203,Tô Thiện Ân,1,180203@sis.hust.edu.vn
180204,Đinh Lục Bình,0,180204@sis.hust.edu.vn
180205,Lý Xuân Yến,0,180205@sis.hust.edu.vn
180206,Hồ Trà My,0,180206@sis.hust.edu.vn
180207,Trần Tuấn Tú,1,180207@sis.hust.edu.vn
180208,Hồ Ðức Trung,1,180208@sis.hust.edu.vn
180209,Hoàng Việt Hải,1,180209@sis.hust.edu.vn
180210,Đỗ Nguyên Văn,1,180210@sis.hust.edu.vn
180211,Đỗ Ngọc Tú,0,180211@sis.hust.edu.vn
180212,Trần Lệ Băng,0,180212@sis.hust.edu.vn
180213,Vũ Phượng Vũ,0,180213@sis.hust.edu.vn
180214,Đặng Công Thành,1,180214@sis.hust.edu.vn
180215,Trần Ðồng Bằng,1,180215@sis.hust.edu.vn
180216,Lý Thủy Tiên,0,180216@sis.hust.edu.vn
180217,Lê Việt Khoa,1,180217@sis.hust.edu.vn
180218,Lê Thành Hòa,1,180218@sis.hust.edu.vn
180219,Đinh Quỳnh Giao,0,180219@sis.hust.edu.vn
180220,Lý Trung Dũng,1,180220@sis.hust.edu.vn
180221,Bùi Vinh Quốc,1,180221@sis.hust.edu.vn
180222,Đinh Phúc Sinh,1,180222@sis.hust.edu.vn
180223,Phùng Duy Thành,1,180223@sis.hust.edu.vn
180224,Hồ Thanh Thư,0,180224@sis.hust.edu.vn
180225,Đỗ Thùy Giang,0,180225@sis.hust.edu.vn
180226,Bùi Đan Thu,0,180226@sis.hust.edu.vn
180227,Lý Hằng Anh,0,180227@sis.hust.edu.vn
180228,Hồ Ðình Ðôn,1,180228@sis.hust.edu.vn
180229,Hoàng Thanh Tùng,1,180229@sis.hust.edu.vn
180230,Dương Việt Quốc,1,180230@sis.hust.edu.vn
180231,Tô Quốc Bảo,1,180231@sis.hust.edu.vn
180232,Hoàng Song Kê,0,180232@sis.hust.edu.vn
180233,Lê Phước Sơn,1,180233@sis.hust.edu.vn
180234,Nguyễn Ngọc Mai,0,180234@sis.hust.edu.vn
180235,Lê Cẩm Hiền,0,180235@sis.hust.edu.vn
180236,Phùng Thanh Hào,1,180236@sis.hust.edu.vn
180237,Phùng Diễm Quỳnh,0,180237@sis.hust.edu.vn
180238,Vũ Thy Trúc,0,180238@sis.hust.edu.vn
180239,Đinh Cẩm Hạnh,0,180239@sis.hust.edu.vn
180240,Ngô Thu Huyền,0,180240@sis.hust.edu.vn
180241,Trần Mai Ly,0,180241@sis.hust.edu.vn
180242,Hồ Quốc Thành,1,180242@sis.hust.edu.vn
180243,Lê Như Phương,0,180243@sis.hust.edu.vn
180244,Tô Thủy Linh,0,180244@sis.hust.edu.vn
180245,Lã Sơn Hải,1,180245@sis.hust.edu.vn
180246,Võ Tiểu Bảo,1,180246@sis.hust.edu.vn
180247,Đặng Bạch Kim,0,180247@sis.hust.edu.vn
180248,Nguyễn Dã Lan,0,180248@sis.hust.edu.vn
180249,Trần Vĩnh Thụy,1,180249@sis.hust.edu.vn
180250,Vũ Trúc Vân,0,180250@sis.hust.edu.vn
180251,Trần Nhật Huy,1,180251@sis.hust.edu.vn
180252,Đinh Thuận Hòa,1,180252@sis.hust.edu.vn
180253,Nguyễn Dạ Thảo,0,180253@sis.hust.edu.vn
180254,Bùi Thụy Vũ,1,180254@sis.hust.edu.vn
180255,Phạm Thiên Lan,0,180255@sis.hust.edu.vn
180256,Lý Liên Hoa,0,180256@sis.hust.edu.vn
180257,Ngô Diễm Trang,0,180257@sis.hust.edu.vn
180258,Phạm Lam Giang,0,180258@sis.hust.edu.vn
180259,Dương Tinh Tú,0,180259@sis.hust.edu.vn
180260,Võ Minh Cảnh,1,180260@sis.hust.edu.vn
180261,Phạm Ðức Tuệ,1,180261@sis.hust.edu.vn
180262,Lã Quý Khánh,1,180262@sis.hust.edu.vn
180263,Lã Bích Trâm,0,180263@sis.hust.edu.vn
180264,Bùi Kim Liên,0,180264@sis.hust.edu.vn
180265,Tô Ðức Minh,1,180265@sis.hust.edu.vn
180266,Hoàng Ngọc Anh,0,180266@sis.hust.edu.vn
180267,Phạm Hiệp Hà,1,180267@sis.hust.edu.vn
180268,Bùi Trung Nghĩa,1,180268@sis.hust.edu.vn
180269,Vũ Thu Phượng,0,180269@sis.hust.edu.vn
180270,Ngô Nguyết Ánh,0,180270@sis.hust.edu.vn
180271,Hoàng Bạch Liên,0,180271@sis.hust.edu.vn
180272,Trần Bích Trang,0,180272@sis.hust.edu.vn
180273,Võ Thiên Nga,0,180273@sis.hust.edu.vn
180274,Đặng Vĩnh Hải,1,180274@sis.hust.edu.vn
180275,Đỗ An Tường,1,180275@sis.hust.edu.vn
180276,Phan Ðan Tâm,1,180276@sis.hust.edu.vn
180277,Dương Mỹ Uyên,0,180277@sis.hust.edu.vn
180278,Phùng Thành Trung,1,180278@sis.hust.edu.vn
180279,Đỗ Phương Dung,0,180279@sis.hust.edu.vn
180280,Đinh Thiên Mai,0,180280@sis.hust.edu.vn
180281,Hồ Uyên Vi,0,180281@sis.hust.edu.vn
180282,Đặng Hữu Khoát,1,180282@sis.hust.edu.vn
180283,Dương Mai Phương,0,180283@sis.hust.edu.vn
180284,Võ Tinh Tú,0,180284@sis.hust.edu.vn
180285,Phùng Huyền Thoại,0,180285@sis.hust.edu.vn
180286,Nguyễn Quang Trọng,1,180286@sis.hust.edu.vn
180287,Phạm Ðông Tuyền,0,180287@sis.hust.edu.vn
180288,Đặng Hà Nhi,0,180288@sis.hust.edu.vn
180289,Võ Uyên Trâm,0,180289@sis.hust.edu.vn
180290,Võ Ánh Hoa,0,180290@sis.hust.edu.vn
180291,Đinh Thiện Tiên,0,180291@sis.hust.edu.vn
180292,Hoàng Bích Hảo,0,180292@sis.hust.edu.vn
180293,Hồ Toàn Thắng,1,180293@sis.hust.edu.vn
180294,Lý Hạc Cúc,0,180294@sis.hust.edu.vn
180295,Tô Hòa Hợp,1,180295@sis.hust.edu.vn
180296,Nguyễn Tuyết Nga,0,180296@sis.hust.edu.vn
180297,Ngô Trúc Cương,1,180297@sis.hust.edu.vn
180298,Đinh Mộng Ðiệp,0,180298@sis.hust.edu.vn
180299,Dương Hùng Cường,1,180299@sis.hust.edu.vn
180300,Bùi Hiệp Hào,1,180300@sis.hust.edu.vn
180301,Ngô Thái Thảo,0,180301@sis.hust.edu.vn
180302,Võ Quốc Thiện,1,180302@sis.hust.edu.vn
180303,Dương Thiên Hưng,1,180303@sis.hust.edu.vn
180304,Hoàng Quỳnh Hoa,0,180304@sis.hust.edu.vn
180305,Trần Gia Hân,0,180305@sis.hust.edu.vn
180306,Trần Vân Linh,0,180306@sis.hust.edu.vn
180307,Ngô Ngọc Liên,0,180307@sis.hust.edu.vn
180308,Phan Tùng Quang,1,180308@sis.hust.edu.vn
180309,Bùi Ðức Nhân,1,180309@sis.hust.edu.vn
180310,Tô Kiều Mỹ,0,180310@sis.hust.edu.vn
180311,Phan Nguyệt Ánh,0,180311@sis.hust.edu.vn
180312,Phạm Trúc Ly,0,180312@sis.hust.edu.vn
180313,Trần Thu Oanh,0,180313@sis.hust.edu.vn
180314,Phạm Huy Thành,1,180314@sis.hust.edu.vn
180315,Hoàng Ngọc Lân,1,180315@sis.hust.edu.vn
180316,Đỗ An Hạ,0,180316@sis.hust.edu.vn
180317,Lã Trọng Nghĩa,1,180317@sis.hust.edu.vn
180318,Võ Bá Thúc,1,180318@sis.hust.edu.vn
180319,Nguyễn Thụy Ðào,0,180319@sis.hust.edu.vn
180320,Hoàng Việt Nhân,1,180320@sis.hust.edu.vn
180321,Phùng Quốc Hoàng,1,180321@sis.hust.edu.vn
180322,Bùi Quang Danh,1,180322@sis.hust.edu.vn
180323,Đinh Bảo Hân,0,180323@sis.hust.edu.vn
180324,Lê Ngọc Thọ,1,180324@sis.hust.edu.vn
180325,Dương Bảo Huỳnh,1,180325@sis.hust.edu.vn
180326,Đặng Khánh Huy,1,180326@sis.hust.edu.vn
180327,Phạm Bích Thảo,0,180327@sis.hust.edu.vn
180328,Lã Diệu Nga,0,180328@sis.hust.edu.vn
180329,Hoàng Trúc Vy,0,180329@sis.hust.edu.vn
180330,Đinh Ngọc Quang,1,180330@sis.hust.edu.vn
180331,Tô Minh Hùng,1,180331@sis.hust.edu.vn
180332,Đỗ Phong Lan,0,180332@sis.hust.edu.vn
180333,Phạm Thùy Linh,0,180333@sis.hust.edu.vn
180334,Vũ Công Lý,1,180334@sis.hust.edu.vn
180335,Phùng Ðức Hạnh,1,180335@sis.hust.edu.vn
180336,Vũ Ngọc Thạch,1,180336@sis.hust.edu.vn
180337,Phan Tú Nguyệt,0,180337@sis.hust.edu.vn
180338,Hồ Ngọc Huy,1,180338@sis.hust.edu.vn
180339,Dương Bảo Vy,0,180339@sis.hust.edu.vn
180340,Hồ Minh Hồng,0,180340@sis.hust.edu.vn
180341,Phùng Tuệ Lâm,0,180341@sis.hust.edu.vn
180342,Trần Gia Phong,1,180342@sis.hust.edu.vn
180343,Tô Thục Quyên,0,180343@sis.hust.edu.vn
180344,Hồ Khả Tú,0,180344@sis.hust.edu.vn
180345,Nguyễn Cát Ly,0,180345@sis.hust.edu.vn
180346,Phùng Hữu Hạnh,1,180346@sis.hust.edu.vn
180347,Lã Quốc Quý,1,180347@sis.hust.edu.vn
180348,Dương Bảo Bình,0,180348@sis.hust.edu.vn
180349,Hoàng Thành Ý,1,180349@sis.hust.edu.vn
180350,Lã Tịnh Tâm,0,180350@sis.hust.edu.vn
180351,Tô Hải Long,1,180351@sis.hust.edu.vn
180352,Dương Thu Phương,0,180352@sis.hust.edu.vn
180353,Lý Nguyệt Quế,0,180353@sis.hust.edu.vn
180354,Đỗ Danh Văn,1,180354@sis.hust.edu.vn
180355,Vũ Thu Yến,0,180355@sis.hust.edu.vn
180356,Lê Anh Thảo,0,180356@sis.hust.edu.vn
180357,Phạm Thúy Vy,0,180357@sis.hust.edu.vn
180358,Lý Sơn Dương,1,180358@sis.hust.edu.vn
180359,Vũ Xuân Bình,1,180359@sis.hust.edu.vn
180360,Bùi Công Tuấn,1,180360@sis.hust.edu.vn
180361,Hoàng Trung Ðức,1,180361@sis.hust.edu.vn
180362,Đỗ Bảo Huệ,0,180362@sis.hust.edu.vn
180363,Phan Ðông Nghi,0,180363@sis.hust.edu.vn
180364,Đỗ Bá Thiện,1,180364@sis.hust.edu.vn
180365,Bùi Hồng Thụy,1,180365@sis.hust.edu.vn
180366,Nguyễn Khúc Lan,0,180366@sis.hust.edu.vn
180367,Phùng Thanh Thúy,0,180367@sis.hust.edu.vn
180368,Ngô Quỳnh Vân,0,180368@sis.hust.edu.vn
180369,Lã Thúy Vy,0,180369@sis.hust.edu.vn
180370,Ngô Hữu Hoàng,1,180370@sis.hust.edu.vn
180371,Nguyễn Hồng Khanh,0,180371@sis.hust.edu.vn
180372,Phan Anh Chi,0,180372@sis.hust.edu.vn
180373,Võ Ngọc Ly,0,180373@sis.hust.edu.vn
180374,Lã Ngọc Ðào,0,180374@sis.hust.edu.vn
180375,Hoàng Thu Liên,0,180375@sis.hust.edu.vn
180376,Võ Mỹ Phương,0,180376@sis.hust.edu.vn
180377,Nguyễn Trung Thực,1,180377@sis.hust.edu.vn
180378,Trần Vĩnh Thụy,1,180378@sis.hust.edu.vn
180379,Lý Kim Toàn,1,180379@sis.hust.edu.vn
180380,Vũ Việt Phương,1,180380@sis.hust.edu.vn
180381,Ngô Hải Phương,0,180381@sis.hust.edu.vn
180382,Phùng Thanh Phương,0,180382@sis.hust.edu.vn
180383,Ngô Việt Dương,1,180383@sis.hust.edu.vn
180384,Lê Hương Mai,0,180384@sis.hust.edu.vn
180385,Phạm Bích Ngân,0,180385@sis.hust.edu.vn
180386,Hồ Mai Hà,0,180386@sis.hust.edu.vn
180387,Đinh Bá Lộc,1,180387@sis.hust.edu.vn
180388,Đinh Quang Minh,1,180388@sis.hust.edu.vn
180389,Phan Thanh Hoa,0,180389@sis.hust.edu.vn
180390,Đỗ Hương Chi,0,180390@sis.hust.edu.vn
180391,Đặng Bảo Anh,0,180391@sis.hust.edu.vn
180392,Tô Quang Tú,1,180392@sis.hust.edu.vn
180393,Đặng Thái San,1,180393@sis.hust.edu.vn
180394,Ngô Hoàng Dũng,1,180394@sis.hust.edu.vn
180395,Vũ Hồng Ðiệp,0,180395@sis.hust.edu.vn
180396,Hoàng Giang Thiên,1,180396@sis.hust.edu.vn
180397,Hoàng Bá Lộc,1,180397@sis.hust.edu.vn
180398,Hồ Tâm Đan,0,180398@sis.hust.edu.vn
180399,Lý Hải Nhi,0,180399@sis.hust.edu.vn
180400,Phan Hạnh Dung,0,180400@sis.hust.edu.vn
180401,Phùng Việt Phong,1,180401@sis.hust.edu.vn
180402,Hồ Ngọc San,0,180402@sis.hust.edu.vn
180403,Bùi Quang Vũ,1,180403@sis.hust.edu.vn
180404,Phan Ngọc Cảnh,1,180404@sis.hust.edu.vn
180405,Hồ Thi Yến,0,180405@sis.hust.edu.vn
180406,Tô Minh Ðan,1,180406@sis.hust.edu.vn
180407,Trần Quốc Hiền,1,180407@sis.hust.edu.vn
180408,Phan Kim Duyên,0,180408@sis.hust.edu.vn
180409,Lê Đoan Trang,0,180409@sis.hust.edu.vn
180410,Võ Dạ Thi,0,180410@sis.hust.edu.vn
180411,Phùng Duy Cẩn,1,180411@sis.hust.edu.vn
180412,Bùi Thành Ý,1,180412@sis.hust.edu.vn
180413,Đặng Tuyết Loan,0,180413@sis.hust.edu.vn
180414,Hoàng Ðông Sơn,1,180414@sis.hust.edu.vn
180415,Trần Thế An,1,180415@sis.hust.edu.vn
180416,Võ Minh An,0,180416@sis.hust.edu.vn
180417,Nguyễn Anh Thái,1,180417@sis.hust.edu.vn
180418,Võ Thanh Tịnh,1,180418@sis.hust.edu.vn
180419,Trần Xuân Thanh,0,180419@sis.hust.edu.vn
180420,Lã Nguyên Khang,1,180420@sis.hust.edu.vn
180421,Vũ Ðức Thành,1,180421@sis.hust.edu.vn
180422,Lã Nghị Quyền,1,180422@sis.hust.edu.vn
180423,Vũ Hiếu Nghĩa,1,180423@sis.hust.edu.vn
180424,Phùng Khánh My,0,180424@sis.hust.edu.vn
180425,Trần Hoài An,0,180425@sis.hust.edu.vn
180426,Trần Đông Nghi,0,180426@sis.hust.edu.vn
180427,Phạm Ðình Kim,1,180427@sis.hust.edu.vn
180428,Trần Hoa Liên,0,180428@sis.hust.edu.vn
180429,Võ Uy Phong,1,180429@sis.hust.edu.vn
180430,Lã Khánh Minh,1,180430@sis.hust.edu.vn
180431,Phạm Nguyệt Ánh,0,180431@sis.hust.edu.vn
180432,Đinh Thanh Tuyết,0,180432@sis.hust.edu.vn
180433,Dương Ái Hồng,0,180433@sis.hust.edu.vn
180434,Lã Minh Yến,0,180434@sis.hust.edu.vn
