idTeacher,fullName,gender,email
10068,Phùng Ðan Quỳnh,0,10068teacher@uet.vnu.edu
10069,Tô Kim Khuyên,0,10069teacher@uet.vnu.edu
10070,Võ Ái Khanh,0,10070teacher@uet.vnu.edu
10071,Lê Hồng Hà,0,10071teacher@uet.vnu.edu
10072,Đinh Anh Quốc,1,10072teacher@uet.vnu.edu
10073,Phan Tuấn Châu,1,10073teacher@uet.vnu.edu
10074,Hoàng Minh Triết,1,10074teacher@uet.vnu.edu
10075,Đỗ Vĩnh Thọ,1,10075teacher@uet.vnu.edu
10076,Vũ Việt Sơn,1,10076teacher@uet.vnu.edu
10077,Tô Xuân Khoa,1,10077teacher@uet.vnu.edu
10078,Vũ Hồng Diễm,0,10078teacher@uet.vnu.edu
10079,Võ Linh Duyên,0,10079teacher@uet.vnu.edu
10080,Phùng Ðức Giang,1,10080teacher@uet.vnu.edu
10081,Nguyễn Xuân Hiếu,1,10081teacher@uet.vnu.edu
10082,Phan Quỳnh Tiên,0,10082teacher@uet.vnu.edu
10083,Lê Hoàn Vũ,1,10083teacher@uet.vnu.edu
10084,Phan Thái Sơn,1,10084teacher@uet.vnu.edu
10085,Nguyễn Khánh Minh,1,10085teacher@uet.vnu.edu
10086,Phan Hướng Dương,1,10086teacher@uet.vnu.edu
10087,Lã Thụy Vũ,1,10087teacher@uet.vnu.edu
10088,Phạm Mạnh Thiện,1,10088teacher@uet.vnu.edu
10089,Đặng Hạnh My,0,10089teacher@uet.vnu.edu
10090,Lê Kiều Minh,0,10090teacher@uet.vnu.edu
10091,Võ Thanh Phương,0,10091teacher@uet.vnu.edu
10092,Nguyễn Uyển Nhi,0,10092teacher@uet.vnu.edu
10093,Dương Tuyết Tâm,0,10093teacher@uet.vnu.edu
10094,Dương Mộng Lan,0,10094teacher@uet.vnu.edu
10095,Hoàng Bích Hậu,0,10095teacher@uet.vnu.edu
10096,Bùi Ðông Dương,1,10096teacher@uet.vnu.edu
10097,Hoàng Hoàng Phát,1,10097teacher@uet.vnu.edu
10098,Hoàng Ngọc Ánh,0,10098teacher@uet.vnu.edu
10099,Hoàng Huệ Linh,0,10099teacher@uet.vnu.edu
10100,Đỗ Duy Tuyền,1,10100teacher@uet.vnu.edu
10101,Trần Xuân Quân,1,10101teacher@uet.vnu.edu
10102,Dương Minh Hạnh,0,10102teacher@uet.vnu.edu
10103,Đinh Vạn Lý,1,10103teacher@uet.vnu.edu
10104,Võ Trường Phu,1,10104teacher@uet.vnu.edu
10105,Đặng Kim Tuyết,0,10105teacher@uet.vnu.edu
10106,Lê Tịnh Lâm,0,10106teacher@uet.vnu.edu
10107,Võ Thu Hiền,0,10107teacher@uet.vnu.edu
10108,Tô Lan Thương,0,10108teacher@uet.vnu.edu
10109,Ngô Thanh Hà,0,10109teacher@uet.vnu.edu
10110,Lê Thảo Vy,0,10110teacher@uet.vnu.edu
10111,Đỗ Quốc Thông,1,10111teacher@uet.vnu.edu
10112,Hoàng Công Sinh,1,10112teacher@uet.vnu.edu
10113,Phùng Thanh Huyền,0,10113teacher@uet.vnu.edu
10114,Ngô Thu Oanh,0,10114teacher@uet.vnu.edu
10115,Nguyễn Hoàng Thư,0,10115teacher@uet.vnu.edu
10116,Tô Hữu Khanh,1,10116teacher@uet.vnu.edu
10117,Đinh Lan Trúc,0,10117teacher@uet.vnu.edu
10118,Đinh Hoàng Hiệp,1,10118teacher@uet.vnu.edu
10119,Hoàng Bảo Huỳnh,1,10119teacher@uet.vnu.edu
10120,Đinh Vương Việt,1,10120teacher@uet.vnu.edu
10121,Hoàng An Khang,1,10121teacher@uet.vnu.edu
10122,Bùi Hữu Canh,1,10122teacher@uet.vnu.edu
10123,Bùi Minh Dân,1,10123teacher@uet.vnu.edu
10124,Hồ Hướng Dương,0,10124teacher@uet.vnu.edu
10125,Bùi Thiện Khiêm,1,10125teacher@uet.vnu.edu
10126,Lý Hồng Đức,1,10126teacher@uet.vnu.edu
10127,Nguyễn Quang Trung,1,10127teacher@uet.vnu.edu
10128,Hồ Ðan Quỳnh,0,10128teacher@uet.vnu.edu
10129,Dương Ngọc Huệ,0,10129teacher@uet.vnu.edu
10130,Hồ Tâm Nhi,0,10130teacher@uet.vnu.edu
10131,Phùng Thái Sơn,1,10131teacher@uet.vnu.edu
10132,Đặng Chí Hiếu,1,10132teacher@uet.vnu.edu
10133,Lã Quang Tài,1,10133teacher@uet.vnu.edu
10134,Võ Xuân Bình,1,10134teacher@uet.vnu.edu
10135,Lý Khánh Hải,1,10135teacher@uet.vnu.edu
10136,Hoàng Phúc Nguyên,1,10136teacher@uet.vnu.edu
10137,Vũ Hoài Bắc,1,10137teacher@uet.vnu.edu
10138,Tô Thượng Liệt,1,10138teacher@uet.vnu.edu
10139,Vũ Hồng Thu,0,10139teacher@uet.vnu.edu
10140,Ngô Bình Dương,1,10140teacher@uet.vnu.edu
10141,Vũ Tuệ Nhi,0,10141teacher@uet.vnu.edu
10142,Võ An Bình,0,10142teacher@uet.vnu.edu
10143,Đỗ Thái Minh,1,10143teacher@uet.vnu.edu
10144,Bùi Quang Nhật,1,10144teacher@uet.vnu.edu
10145,Đặng Hoài Thương,0,10145teacher@uet.vnu.edu
10146,Đỗ Bảo Lễ,0,10146teacher@uet.vnu.edu
10147,Đặng Tố Nga,0,10147teacher@uet.vnu.edu
10148,Phan Quang Khải,1,10148teacher@uet.vnu.edu
10149,Nguyễn Hoài Trung,1,10149teacher@uet.vnu.edu
10150,Ngô Diệu Vân,0,10150teacher@uet.vnu.edu
10151,Tô Phi Nhạn,1,10151teacher@uet.vnu.edu
10152,Nguyễn Lam Ngọc,0,10152teacher@uet.vnu.edu
10153,Nguyễn Việt Anh,1,10153teacher@uet.vnu.edu
10154,Bùi Quang Thắng,1,10154teacher@uet.vnu.edu
10155,Tô Ngọc Thạch,1,10155teacher@uet.vnu.edu
10156,Ngô Trúc Đào,0,10156teacher@uet.vnu.edu
10157,Tô Tuấn Minh,1,10157teacher@uet.vnu.edu
10158,Trần Hương Xuân,0,10158teacher@uet.vnu.edu
10159,Lý Thiên Nương,0,10159teacher@uet.vnu.edu
10160,Võ Anh Việt,1,10160teacher@uet.vnu.edu
10161,Vũ Hùng Cường,1,10161teacher@uet.vnu.edu
10162,Bùi Mỹ Vân,0,10162teacher@uet.vnu.edu
10163,Tô Như Phương,0,10163teacher@uet.vnu.edu
10164,Nguyễn Thanh Uyên,0,10164teacher@uet.vnu.edu
10165,Võ Huy Khánh,1,10165teacher@uet.vnu.edu
10166,Phạm Ðông Hải,1,10166teacher@uet.vnu.edu
10167,Lý Nhã Trang,0,10167teacher@uet.vnu.edu
10168,Đỗ Chí Sơn,1,10168teacher@uet.vnu.edu
10169,Lê Diễm Trang,0,10169teacher@uet.vnu.edu
10170,Lê Việt Thương,1,10170teacher@uet.vnu.edu
10171,Đỗ Kỳ Diệu,0,10171teacher@uet.vnu.edu
10172,Lã Diệu Linh,0,10172teacher@uet.vnu.edu
10173,Võ Hương Lan,0,10173teacher@uet.vnu.edu
10174,Nguyễn Linh Trang,0,10174teacher@uet.vnu.edu
10175,Nguyễn Linh Giang,0,10175teacher@uet.vnu.edu
10176,Trần Minh Sơn,1,10176teacher@uet.vnu.edu
10177,Võ Yến Mai,0,10177teacher@uet.vnu.edu
10178,Vũ Hồng Xuân,0,10178teacher@uet.vnu.edu
10179,Nguyễn Yến Nhi,0,10179teacher@uet.vnu.edu
10180,Đỗ Nhật Ánh,0,10180teacher@uet.vnu.edu
10181,Vũ Mộng Quỳnh,0,10181teacher@uet.vnu.edu
10182,Phùng Thành Ân,1,10182teacher@uet.vnu.edu
10183,Lê Ðức Bảo,1,10183teacher@uet.vnu.edu
10184,Đặng Yến My,0,10184teacher@uet.vnu.edu
10185,Hoàng Quốc Hưng,1,10185teacher@uet.vnu.edu
10186,Ngô Lâm Vũ,1,10186teacher@uet.vnu.edu
10187,Đặng Hoàng Khải,1,10187teacher@uet.vnu.edu
10188,Lã Băng Tâm,0,10188teacher@uet.vnu.edu
10189,Phùng Nam Thanh,1,10189teacher@uet.vnu.edu
10190,Bùi Thanh Hải,1,10190teacher@uet.vnu.edu
10191,Dương Thanh Ngân,0,10191teacher@uet.vnu.edu
10192,Võ Quang Dũng,1,10192teacher@uet.vnu.edu
10193,Hồ Tú Tâm,0,10193teacher@uet.vnu.edu
10194,Võ Diễm Uyên,0,10194teacher@uet.vnu.edu
10195,Đinh Bích Ngà,0,10195teacher@uet.vnu.edu
10196,Phùng Nam Phi,1,10196teacher@uet.vnu.edu
10197,Đặng Hoàn Kiếm,1,10197teacher@uet.vnu.edu
10198,Hoàng Quốc Thiện,1,10198teacher@uet.vnu.edu
10199,Nguyễn Trúc Sinh,1,10199teacher@uet.vnu.edu
10200,Hồ Khắc Công,1,10200teacher@uet.vnu.edu
10201,Dương Thùy Mi,0,10201teacher@uet.vnu.edu
10202,Lê Huy Kha,1,10202teacher@uet.vnu.edu
10203,Tô Thiện Ân,1,10203teacher@uet.vnu.edu
10204,Đinh Lục Bình,0,10204teacher@uet.vnu.edu
10205,Lý Xuân Yến,0,10205teacher@uet.vnu.edu
10206,Hồ Trà My,0,10206teacher@uet.vnu.edu
10207,Trần Tuấn Tú,1,10207teacher@uet.vnu.edu
10208,Hồ Ðức Trung,1,10208teacher@uet.vnu.edu
10209,Hoàng Việt Hải,1,10209teacher@uet.vnu.edu
10210,Đỗ Nguyên Văn,1,10210teacher@uet.vnu.edu
10211,Đỗ Ngọc Tú,0,10211teacher@uet.vnu.edu
10212,Trần Lệ Băng,0,10212teacher@uet.vnu.edu
10213,Vũ Phượng Vũ,0,10213teacher@uet.vnu.edu
10214,Đặng Công Thành,1,10214teacher@uet.vnu.edu
10215,Trần Ðồng Bằng,1,10215teacher@uet.vnu.edu
10216,Lý Thủy Tiên,0,10216teacher@uet.vnu.edu
10217,Lê Việt Khoa,1,10217teacher@uet.vnu.edu
10218,Lê Thành Hòa,1,10218teacher@uet.vnu.edu
10219,Đinh Quỳnh Giao,0,10219teacher@uet.vnu.edu
10220,Lý Trung Dũng,1,10220teacher@uet.vnu.edu
10221,Bùi Vinh Quốc,1,10221teacher@uet.vnu.edu
10222,Đinh Phúc Sinh,1,10222teacher@uet.vnu.edu
10223,Phùng Duy Thành,1,10223teacher@uet.vnu.edu
10224,Hồ Thanh Thư,0,10224teacher@uet.vnu.edu
10225,Đỗ Thùy Giang,0,10225teacher@uet.vnu.edu
10226,Bùi Đan Thu,0,10226teacher@uet.vnu.edu
10227,Lý Hằng Anh,0,10227teacher@uet.vnu.edu
10228,Hồ Ðình Ðôn,1,10228teacher@uet.vnu.edu
10229,Hoàng Thanh Tùng,1,10229teacher@uet.vnu.edu
10230,Dương Việt Quốc,1,10230teacher@uet.vnu.edu
10231,Tô Quốc Bảo,1,10231teacher@uet.vnu.edu
10232,Hoàng Song Kê,0,10232teacher@uet.vnu.edu
10233,Lê Phước Sơn,1,10233teacher@uet.vnu.edu
10234,Nguyễn Ngọc Mai,0,10234teacher@uet.vnu.edu
10235,Lê Cẩm Hiền,0,10235teacher@uet.vnu.edu
10236,Phùng Thanh Hào,1,10236teacher@uet.vnu.edu
10237,Phùng Diễm Quỳnh,0,10237teacher@uet.vnu.edu
10238,Vũ Thy Trúc,0,10238teacher@uet.vnu.edu
10239,Đinh Cẩm Hạnh,0,10239teacher@uet.vnu.edu
10240,Ngô Thu Huyền,0,10240teacher@uet.vnu.edu
10241,Trần Mai Ly,0,10241teacher@uet.vnu.edu
10242,Hồ Quốc Thành,1,10242teacher@uet.vnu.edu
10243,Lê Như Phương,0,10243teacher@uet.vnu.edu
10244,Tô Thủy Linh,0,10244teacher@uet.vnu.edu
10245,Lã Sơn Hải,1,10245teacher@uet.vnu.edu
10246,Võ Tiểu Bảo,1,10246teacher@uet.vnu.edu
10247,Đặng Bạch Kim,0,10247teacher@uet.vnu.edu
10248,Nguyễn Dã Lan,0,10248teacher@uet.vnu.edu
10249,Trần Vĩnh Thụy,1,10249teacher@uet.vnu.edu
10250,Vũ Trúc Vân,0,10250teacher@uet.vnu.edu
10251,Trần Nhật Huy,1,10251teacher@uet.vnu.edu
10252,Đinh Thuận Hòa,1,10252teacher@uet.vnu.edu
10253,Nguyễn Dạ Thảo,0,10253teacher@uet.vnu.edu
10254,Bùi Thụy Vũ,1,10254teacher@uet.vnu.edu
10255,Phạm Thiên Lan,0,10255teacher@uet.vnu.edu
10256,Lý Liên Hoa,0,10256teacher@uet.vnu.edu
10257,Ngô Diễm Trang,0,10257teacher@uet.vnu.edu
10258,Phạm Lam Giang,0,10258teacher@uet.vnu.edu
10259,Dương Tinh Tú,0,10259teacher@uet.vnu.edu
10260,Võ Minh Cảnh,1,10260teacher@uet.vnu.edu
10261,Phạm Ðức Tuệ,1,10261teacher@uet.vnu.edu
10262,Lã Quý Khánh,1,10262teacher@uet.vnu.edu
10263,Lã Bích Trâm,0,10263teacher@uet.vnu.edu
10264,Bùi Kim Liên,0,10264teacher@uet.vnu.edu
10265,Tô Ðức Minh,1,10265teacher@uet.vnu.edu
10266,Hoàng Ngọc Anh,0,10266teacher@uet.vnu.edu
10267,Phạm Hiệp Hà,1,10267teacher@uet.vnu.edu
10268,Bùi Trung Nghĩa,1,10268teacher@uet.vnu.edu
10269,Vũ Thu Phượng,0,10269teacher@uet.vnu.edu
10270,Ngô Nguyết Ánh,0,10270teacher@uet.vnu.edu
10271,Hoàng Bạch Liên,0,10271teacher@uet.vnu.edu
10272,Trần Bích Trang,0,10272teacher@uet.vnu.edu
10273,Võ Thiên Nga,0,10273teacher@uet.vnu.edu
10274,Đặng Vĩnh Hải,1,10274teacher@uet.vnu.edu
10275,Đỗ An Tường,1,10275teacher@uet.vnu.edu
10276,Phan Ðan Tâm,1,10276teacher@uet.vnu.edu
10277,Dương Mỹ Uyên,0,10277teacher@uet.vnu.edu
10278,Phùng Thành Trung,1,10278teacher@uet.vnu.edu
10279,Đỗ Phương Dung,0,10279teacher@uet.vnu.edu
10280,Đinh Thiên Mai,0,10280teacher@uet.vnu.edu
10281,Hồ Uyên Vi,0,10281teacher@uet.vnu.edu
10282,Đặng Hữu Khoát,1,10282teacher@uet.vnu.edu
10283,Dương Mai Phương,0,10283teacher@uet.vnu.edu
10284,Võ Tinh Tú,0,10284teacher@uet.vnu.edu
10285,Phùng Huyền Thoại,0,10285teacher@uet.vnu.edu
10286,Nguyễn Quang Trọng,1,10286teacher@uet.vnu.edu
10287,Phạm Ðông Tuyền,0,10287teacher@uet.vnu.edu
10288,Đặng Hà Nhi,0,10288teacher@uet.vnu.edu
10289,Võ Uyên Trâm,0,10289teacher@uet.vnu.edu
10290,Võ Ánh Hoa,0,10290teacher@uet.vnu.edu
10291,Đinh Thiện Tiên,0,10291teacher@uet.vnu.edu
10292,Hoàng Bích Hảo,0,10292teacher@uet.vnu.edu
10293,Hồ Toàn Thắng,1,10293teacher@uet.vnu.edu
10294,Lý Hạc Cúc,0,10294teacher@uet.vnu.edu
10295,Tô Hòa Hợp,1,10295teacher@uet.vnu.edu
10296,Nguyễn Tuyết Nga,0,10296teacher@uet.vnu.edu
10297,Ngô Trúc Cương,1,10297teacher@uet.vnu.edu
10298,Đinh Mộng Ðiệp,0,10298teacher@uet.vnu.edu
10299,Dương Hùng Cường,1,10299teacher@uet.vnu.edu
10300,Bùi Hiệp Hào,1,10300teacher@uet.vnu.edu
10301,Ngô Thái Thảo,0,10301teacher@uet.vnu.edu
10302,Võ Quốc Thiện,1,10302teacher@uet.vnu.edu
10303,Dương Thiên Hưng,1,10303teacher@uet.vnu.edu
10304,Hoàng Quỳnh Hoa,0,10304teacher@uet.vnu.edu
10305,Trần Gia Hân,0,10305teacher@uet.vnu.edu
10306,Trần Vân Linh,0,10306teacher@uet.vnu.edu
10307,Ngô Ngọc Liên,0,10307teacher@uet.vnu.edu
10308,Phan Tùng Quang,1,10308teacher@uet.vnu.edu
10309,Bùi Ðức Nhân,1,10309teacher@uet.vnu.edu
10310,Tô Kiều Mỹ,0,10310teacher@uet.vnu.edu
10311,Phan Nguyệt Ánh,0,10311teacher@uet.vnu.edu
10312,Phạm Trúc Ly,0,10312teacher@uet.vnu.edu
10313,Trần Thu Oanh,0,10313teacher@uet.vnu.edu
10314,Phạm Huy Thành,1,10314teacher@uet.vnu.edu
10315,Hoàng Ngọc Lân,1,10315teacher@uet.vnu.edu
10316,Đỗ An Hạ,0,10316teacher@uet.vnu.edu
10317,Lã Trọng Nghĩa,1,10317teacher@uet.vnu.edu
10318,Võ Bá Thúc,1,10318teacher@uet.vnu.edu
10319,Nguyễn Thụy Ðào,0,10319teacher@uet.vnu.edu
10320,Hoàng Việt Nhân,1,10320teacher@uet.vnu.edu
10321,Phùng Quốc Hoàng,1,10321teacher@uet.vnu.edu
10322,Bùi Quang Danh,1,10322teacher@uet.vnu.edu
10323,Đinh Bảo Hân,0,10323teacher@uet.vnu.edu
10324,Lê Ngọc Thọ,1,10324teacher@uet.vnu.edu
10325,Dương Bảo Huỳnh,1,10325teacher@uet.vnu.edu
10326,Đặng Khánh Huy,1,10326teacher@uet.vnu.edu
10327,Phạm Bích Thảo,0,10327teacher@uet.vnu.edu
10328,Lã Diệu Nga,0,10328teacher@uet.vnu.edu
10329,Hoàng Trúc Vy,0,10329teacher@uet.vnu.edu
10330,Đinh Ngọc Quang,1,10330teacher@uet.vnu.edu
10331,Tô Minh Hùng,1,10331teacher@uet.vnu.edu
10332,Đỗ Phong Lan,0,10332teacher@uet.vnu.edu
10333,Phạm Thùy Linh,0,10333teacher@uet.vnu.edu
10334,Vũ Công Lý,1,10334teacher@uet.vnu.edu
10335,Phùng Ðức Hạnh,1,10335teacher@uet.vnu.edu
10336,Vũ Ngọc Thạch,1,10336teacher@uet.vnu.edu
10337,Phan Tú Nguyệt,0,10337teacher@uet.vnu.edu
10338,Hồ Ngọc Huy,1,10338teacher@uet.vnu.edu
10339,Dương Bảo Vy,0,10339teacher@uet.vnu.edu
10340,Hồ Minh Hồng,0,10340teacher@uet.vnu.edu
10341,Phùng Tuệ Lâm,0,10341teacher@uet.vnu.edu
10342,Trần Gia Phong,1,10342teacher@uet.vnu.edu
10343,Tô Thục Quyên,0,10343teacher@uet.vnu.edu
10344,Hồ Khả Tú,0,10344teacher@uet.vnu.edu
10345,Nguyễn Cát Ly,0,10345teacher@uet.vnu.edu
10346,Phùng Hữu Hạnh,1,10346teacher@uet.vnu.edu
10347,Lã Quốc Quý,1,10347teacher@uet.vnu.edu
10348,Dương Bảo Bình,0,10348teacher@uet.vnu.edu
10349,Hoàng Thành Ý,1,10349teacher@uet.vnu.edu
10350,Lã Tịnh Tâm,0,10350teacher@uet.vnu.edu
10351,Tô Hải Long,1,10351teacher@uet.vnu.edu
10352,Dương Thu Phương,0,10352teacher@uet.vnu.edu
10353,Lý Nguyệt Quế,0,10353teacher@uet.vnu.edu
10354,Đỗ Danh Văn,1,10354teacher@uet.vnu.edu
10355,Vũ Thu Yến,0,10355teacher@uet.vnu.edu
10356,Lê Anh Thảo,0,10356teacher@uet.vnu.edu
10357,Phạm Thúy Vy,0,10357teacher@uet.vnu.edu
10358,Lý Sơn Dương,1,10358teacher@uet.vnu.edu
10359,Vũ Xuân Bình,1,10359teacher@uet.vnu.edu
10360,Bùi Công Tuấn,1,10360teacher@uet.vnu.edu
10361,Hoàng Trung Ðức,1,10361teacher@uet.vnu.edu
10362,Đỗ Bảo Huệ,0,10362teacher@uet.vnu.edu
10363,Phan Ðông Nghi,0,10363teacher@uet.vnu.edu
10364,Đỗ Bá Thiện,1,10364teacher@uet.vnu.edu
10365,Bùi Hồng Thụy,1,10365teacher@uet.vnu.edu
10366,Nguyễn Khúc Lan,0,10366teacher@uet.vnu.edu
10367,Phùng Thanh Thúy,0,10367teacher@uet.vnu.edu
10368,Ngô Quỳnh Vân,0,10368teacher@uet.vnu.edu
10369,Lã Thúy Vy,0,10369teacher@uet.vnu.edu
10370,Ngô Hữu Hoàng,1,10370teacher@uet.vnu.edu
10371,Nguyễn Hồng Khanh,0,10371teacher@uet.vnu.edu
10372,Phan Anh Chi,0,10372teacher@uet.vnu.edu
10373,Võ Ngọc Ly,0,10373teacher@uet.vnu.edu
10374,Lã Ngọc Ðào,0,10374teacher@uet.vnu.edu
10375,Hoàng Thu Liên,0,10375teacher@uet.vnu.edu
10376,Võ Mỹ Phương,0,10376teacher@uet.vnu.edu
10377,Nguyễn Trung Thực,1,10377teacher@uet.vnu.edu
10378,Trần Vĩnh Thụy,1,10378teacher@uet.vnu.edu
10379,Lý Kim Toàn,1,10379teacher@uet.vnu.edu
10380,Vũ Việt Phương,1,10380teacher@uet.vnu.edu
10381,Ngô Hải Phương,0,10381teacher@uet.vnu.edu
10382,Phùng Thanh Phương,0,10382teacher@uet.vnu.edu
10383,Ngô Việt Dương,1,10383teacher@uet.vnu.edu
10384,Lê Hương Mai,0,10384teacher@uet.vnu.edu
10385,Phạm Bích Ngân,0,10385teacher@uet.vnu.edu
10386,Hồ Mai Hà,0,10386teacher@uet.vnu.edu
10387,Đinh Bá Lộc,1,10387teacher@uet.vnu.edu
10388,Đinh Quang Minh,1,10388teacher@uet.vnu.edu
10389,Phan Thanh Hoa,0,10389teacher@uet.vnu.edu
10390,Đỗ Hương Chi,0,10390teacher@uet.vnu.edu
10391,Đặng Bảo Anh,0,10391teacher@uet.vnu.edu
10392,Tô Quang Tú,1,10392teacher@uet.vnu.edu
10393,Đặng Thái San,1,10393teacher@uet.vnu.edu
10394,Ngô Hoàng Dũng,1,10394teacher@uet.vnu.edu
10395,Vũ Hồng Ðiệp,0,10395teacher@uet.vnu.edu
10396,Hoàng Giang Thiên,1,10396teacher@uet.vnu.edu
10397,Hoàng Bá Lộc,1,10397teacher@uet.vnu.edu
10398,Hồ Tâm Đan,0,10398teacher@uet.vnu.edu
10399,Lý Hải Nhi,0,10399teacher@uet.vnu.edu
10400,Phan Hạnh Dung,0,10400teacher@uet.vnu.edu
10401,Phùng Việt Phong,1,10401teacher@uet.vnu.edu
10402,Hồ Ngọc San,0,10402teacher@uet.vnu.edu
10403,Bùi Quang Vũ,1,10403teacher@uet.vnu.edu
10404,Phan Ngọc Cảnh,1,10404teacher@uet.vnu.edu
10405,Hồ Thi Yến,0,10405teacher@uet.vnu.edu
10406,Tô Minh Ðan,1,10406teacher@uet.vnu.edu
10407,Trần Quốc Hiền,1,10407teacher@uet.vnu.edu
10408,Phan Kim Duyên,0,10408teacher@uet.vnu.edu
10409,Lê Đoan Trang,0,10409teacher@uet.vnu.edu
10410,Võ Dạ Thi,0,10410teacher@uet.vnu.edu
10411,Phùng Duy Cẩn,1,10411teacher@uet.vnu.edu
10412,Bùi Thành Ý,1,10412teacher@uet.vnu.edu
10413,Đặng Tuyết Loan,0,10413teacher@uet.vnu.edu
10414,Hoàng Ðông Sơn,1,10414teacher@uet.vnu.edu
10415,Trần Thế An,1,10415teacher@uet.vnu.edu
10416,Võ Minh An,0,10416teacher@uet.vnu.edu
10417,Nguyễn Anh Thái,1,10417teacher@uet.vnu.edu
10418,Võ Thanh Tịnh,1,10418teacher@uet.vnu.edu
10419,Trần Xuân Thanh,0,10419teacher@uet.vnu.edu
10420,Lã Nguyên Khang,1,10420teacher@uet.vnu.edu
10421,Vũ Ðức Thành,1,10421teacher@uet.vnu.edu
